id,playerid,firstname,lastname,club,position,basesalary,guaranteedcomp,recordyear,recordseason
aTqEBVUh,rRAMoT,Nick,Scardina,CLT,D,104000.00,104000.00,2025,Fall
Eonj8BqL,Fhu2KB,Brian,Gutierrez,CHI,M,857955.00,950425.00,2025,Fall
IdHdrWB5,GSCEWA,Dylan,Borso,CHI,M,80622.00,88622.00,2025,Fall
dUKwH76v,2PHWts,David,Poreba,CHI,M,80622.00,88747.00,2025,Fall
Y4NbVW8Z,Q9ooQm,Robert,Turdean,CHI,M,80622.00,113549.00,2025,Fall
MTCTP1HJ,NEW,Andre,Franco,CHI,M,650000.00,697083.00,2025,Fall
tYazZdCV,EDjjI6,Georgios,Koutsias,CHI,F,470800.00,470800.00,2025,Fall
sNiuJbKv,qJ5dhG,Hugo,Cuypers,CHI,F,3238000.00,3528044.00,2025,Fall
BYHOTyAY,ERJie0,Tom,Barlow,CHI,F,300000.00,330000.00,2025,Fall
qX41Vb7j,jY2OJb,Dean,Boltz,CHI,F,80622.00,82622.00,2025,Fall
wqITsgjT,G0q5fh,Mauricio,Pineda,CHI,D,355012.00,475169.00,2025,Fall
tgeaEjp3,xXbNce,Jack,Elliott,CHI,D,914773.00,1008537.00,2025,Fall
3GWDGVGZ,fAwPr4,Christopher,Cupps,CHI,D,80622.00,83408.00,2025,Fall
CRuDl8NE,PSKK8C,Omar,Gonzalez,CHI,D,104000.00,123333.00,2025,Fall
Qn2EW6Pw,v0DcNu,Sam,Rogers,CHI,D,120000.00,143000.00,2025,Fall
4j25WmVQ,WsvaZY,Joel,Waterman,CHI,D,474250.00,555400.00,2025,Fall
fxHJBVQQ,TayqOF,Rominigue,Kouame,CHI,M,600000.00,693755.00,2025,Fall
LBC6J01G,BOLhNz,Sergio,Oregel,CHI,M,113400.00,113400.00,2025,Fall
qK3cFGJr,KyJScX,Kellyn,Acosta,CHI,M,1461796.00,1628477.00,2025,Fall
XwknJsPw,LQsSNE,Dje,D'Avilla,CHI,M,548004.00,660490.00,2025,Fall
MDpAUL8p,uzbvs3,Sam,Williams,CHI,M,80622.00,91951.00,2025,Fall
cONdnlYW,jSVEZl,Chris,Brady,CHI,GK,249996.00,348329.00,2025,Fall
zP3D1d02,5YQJ13,Bryan,Dowd,CHI,GK,80622.00,80622.00,2025,Fall
ijMb96Zh,TAEtpD,Jeff,Gal,CHI,GK,140000.00,140000.00,2025,Fall
8dUO9G11,SmFbEB,Jonathan,Bamba,CHI,F,5000000.00,5581806.00,2025,Fall
B5BjoCPi,kFpXHv,Andrew,Gutman,CHI,D,600000.00,600000.00,2025,Fall
VUWPN05Y,knKAcH,Chase,Gasper,CHI,D,575000.00,600000.00,2025,Fall
XP6ufFsV,NEW,Viktor,Radojevic,CHI,D,300000.00,307000.00,2025,Fall
dVtlQ3Fl,GVQRXX,Omari,Glasgow,CHI,M,104000.00,117685.00,2025,Fall
WcLmWXd2,X3GN4B,Maren,Haile-Selassie,CHI,M,388000.00,427500.00,2025,Fall
jkFhS8sc,78Dpi5,Chris,Mueller,CHI,F,699996.00,762316.00,2025,Fall
4P1JgPyn,UQJZzd,Philip,Zinckernagel,CHI,F,1450750.00,1631290.00,2025,Fall
m6c5TsTN,muZsMt,Leonardo,Barroso,CHI,D,300000.00,345500.00,2025,Fall
OAdLv3ll,JUnJwX,Justin,Reynolds,CHI,D,104000.00,104000.00,2025,Fall
vMpv7Mb6,cMRRF2,Jonathan,Dean,CHI,D,130000.00,138167.00,2025,Fall
6Zk6ptkZ,3Gr5oW,Paxten,Aaronson,COL,M,2000000.00,2228063.00,2025,Fall
H1EVxWuM,Du0LCa,Cole,Bassett,COL,M,850000.00,850000.00,2025,Fall
mEqjqQNK,W6GS6G,Theodore,Ku-DiPietro,COL,M,400000.00,456000.00,2025,Fall
xq6X6BTt,KM1k7o,Rafael,Navarro Leal,COL,F,1392000.00,1449600.00,2025,Fall
u1hrWjL2,5ld3DF,Darren,Yapi,COL,F,104000.00,114833.00,2025,Fall
limMXDgI,7JWTid,Nate,Jones,COL,D,80622.00,80622.00,2025,Fall
MmX2pns3,rDb5cH,Michael,Edwards,COL,D,160000.00,160000.00,2025,Fall
Wg6CfPgI,FF8FCB,Andreas,Maxso,COL,D,1200000.00,1392500.00,2025,Fall
raUq0T1z,4gn1yA,Ian,Murphy,COL,D,400000.00,447500.00,2025,Fall
KBz9DKLg,NEW,Rob,Holding,COL,D,1200000.00,1200000.00,2025,Fall
aaFKI0qb,vjZKjR,Connor,Ronan,COL,M,490000.00,542400.00,2025,Fall
GMEHvXpb,mE8jQh,Ali,Fadal,COL,M,80622.00,80622.00,2025,Fall
leEJMkXs,NlPOkE,Wayne,Frederick,COL,M,104000.00,104000.00,2025,Fall
MtVAOu2Q,UuubL7,Oliver,Larraz,COL,M,125000.00,130625.00,2025,Fall
om9fslCj,q1HLj6,Daouda,Amadou,COL,M,80622.00,80622.00,2025,Fall
JDNZXGMF,u74hIo,Josh,Atencio,COL,M,350000.00,350000.00,2025,Fall
6TJ6ZRW2,8KyOGg,Sam,Bassett,COL,M,80622.00,80622.00,2025,Fall
LG7l3iGG,he2iVw,Zack,Steffen,COL,GK,1000000.00,1000000.00,2025,Fall
gu7UaF9d,7QChFP,Adam,Beaudry,COL,GK,104000.00,106500.00,2025,Fall
r51urfK4,MxDIJp,Nicolas,Hansen,COL,GK,80622.00,80622.00,2025,Fall
Ur9qUXgr,Ck5rp5,Kimani,Stewart-Baynes,COL,F,90000.00,91000.00,2025,Fall
oOQLoJ6n,NEW,Alexis,Manyoma,COL,F,535200.00,592950.00,2025,Fall
jofoWGKz,V7NQR2,Rafael,Santos,COL,D,375000.00,401188.00,2025,Fall
AY9a84oI,OsFZC9,Sam,Vines,COL,D,900000.00,912500.00,2025,Fall
He4UIS81,nwPAjB,Jackson,Travis,COL,D,104000.00,106500.00,2025,Fall
akgMkzUa,vsEmjA,Bryce,Jamison,COL,F,104000.00,116466.00,2025,Fall
iOtyJyF7,LUuj67,Alex,Harris,COL,F,80622.00,82622.00,2025,Fall
dpJL7nkK,PxZG2j,Calvin,Harris,COL,F,150000.00,152000.00,2025,Fall
mkLgEiln,2rRmy1,Reggie,Cannon,COL,D,750000.00,841500.00,2025,Fall
4IqIIa24,5fWqoD,Keegan,Rosenberry,COL,D,400000.00,400000.00,2025,Fall
4kOyzwaM,KNi915,Diego,Rossi,CLB,M,2725000.00,3426827.00,2025,Fall
tHQkxMC1,P059nL,Dylan,Chambost,CLB,M,450000.00,557219.00,2025,Fall
CemVTfnP,47Gge5,Daniel,Gazdag,CLB,M,2000004.00,2597643.00,2025,Fall
XSf19IxB,NEW,Wessam,Abou Ali,CLB,F,1800000.00,2157375.00,2025,Fall
uFKy2AvH,yftAuU,Ibrahim,Aliyu,CLB,F,474996.00,526375.00,2025,Fall
PR2H9Oiu,FXvorW,Jacen,Russell-Rowe,CLB,F,120000.00,130789.00,2025,Fall
2pKI0jeE,YoHVYa,Yevgen,Cheberko,CLB,D,610000.00,658250.00,2025,Fall
gzuqGc1i,0bTbIs,Malte,Amundsen,CLB,D,624996.00,697496.00,2025,Fall
u3VLchyE,kMCw1E,Rudy,Camacho,CLB,D,525000.00,601000.00,2025,Fall
y3peMODr,aG4JrA,Cesar,Ruvalcaba,CLB,D,80622.00,80622.00,2025,Fall
ySZjwIlB,WekgEq,Taha,Habroune,CLB,M,104000.00,116000.00,2025,Fall
L3SkqPMX,ua8H3S,Cole,Mrowka,CLB,M,80622.00,100630.00,2025,Fall
SfBWyVpP,oKuQDW,Derrick,Jones,CLB,M,350000.00,387500.00,2025,Fall
i5sVCN8M,zTPpGK,Sean,Zawadzki,CLB,M,400000.00,446875.00,2025,Fall
ClgNu1K1,RshFkO,Darlington,Nagbe,CLB,M,1425000.00,1565833.00,2025,Fall
WTFUmfJj,O8r6F6,Amar,Sejdic,CLB,M,104000.00,118550.00,2025,Fall
HqHy96Fd,exrQp2,Evan,Bush,CLB,GK,104000.00,104000.00,2025,Fall
0EQanSc7,bp8s4U,Nicholas,Hagen,CLB,GK,104000.00,122600.00,2025,Fall
etrpXLHa,KdAIIk,Stanislav,Lapkes,CLB,GK,80622.00,99712.00,2025,Fall
bUpbPIIf,BKKgw1,Abraham,Romero,CLB,GK,104000.00,104000.00,2025,Fall
36DkGr3l,aEn9Ru,Patrick,Schulte,CLB,GK,825000.00,957083.00,2025,Fall
ToFzjVtF,NEW,Hugo,Picard,CLB,M,675000.00,731244.00,2025,Fall
rjvREMBU,vyJBzF,Max,Arfsten,CLB,F,350000.00,389375.00,2025,Fall
DZoMJC1q,58ZNLL,Lassi,Lappalainen,CLB,F,325000.00,368750.00,2025,Fall
tVkVdWAd,NEW,Tristan,Brown,CLB,D,80622.00,84986.00,2025,Fall
JkGDwbyT,FzkVN9,Mohamed,Farsi,CLB,M,425000.00,455000.00,2025,Fall
ZRYhyiLu,7fUoAF,Steven,Moreira,CLB,D,820000.00,902000.00,2025,Fall
n8aCzkQg,F7z9U4,Andres,Herrera,CLB,D,650000.00,737158.00,2025,Fall
8gxWLn13,j6nM2m,Gabriel,Cordeiro Pirani,DC,M,725000.00,791700.00,2025,Fall
s1vY45qo,ZzmBYZ,Caden,Clark,DC,M,375000.00,407000.00,2025,Fall
JvBA6oLG,fwjhxG,Jackson,Hopkins,DC,M,104000.00,104286.00,2025,Fall
MettZi7i,cgMOrY,Gavin,Turner,DC,M,80622.00,102856.00,2025,Fall
DUREZbP3,QLOAL8,Dominique,Badji,DC,F,400000.00,435000.00,2025,Fall
5LCi5rrF,IMkLCs,Christian,Benteke,DC,F,4500000.00,4937500.00,2025,Fall
hj54aVAH,Mbg7PD,Kristian,Fletcher,DC,F,150000.00,169509.00,2025,Fall
eANr5Jnf,03Or2n,Jacob,Murrell,DC,F,80622.00,80622.00,2025,Fall
3pjIr6Qb,vHjI0C,Lucas,Bartlett,DC,D,450000.00,510625.00,2025,Fall
tj97taSE,q7FtBi,Lukas,MacNaughton,DC,D,120000.00,122100.00,2025,Fall
HnXo3xaC,dWfBI0,Kye,Rowles,DC,D,292500.00,494167.00,2025,Fall
Z1inpCd0,CisZc9,Garrison,Tubbs,DC,D,104000.00,104000.00,2025,Fall
m2VhzjBN,K2p7Cz,Hosei,Kijima,DC,M,80622.00,80622.00,2025,Fall
3tLRw9Xj,qaHTlj,Brandon,Servania,DC,M,104000.00,131056.00,2025,Fall
GuML1N8v,8EAAxO,Rida,Zouhir,DC,M,80622.00,95362.00,2025,Fall
yBEIeJhP,ySGuv7,Boris,Enow,DC,M,500000.00,613900.00,2025,Fall
GkJnXhmO,8d55fy,Matti,Peltola,DC,M,750000.00,826000.00,2025,Fall
acwMPzWc,bJV2Ff,Luis,Barraza,DC,GK,180000.00,187688.00,2025,Fall
TcZb87P9,SiXveh,Jordan,Farr,DC,GK,104000.00,109000.00,2025,Fall
5HzG5oWx,Qjv4ck,Joon-hong,Kim,DC,GK,354000.00,427000.00,2025,Fall
mOxOqha8,HrZjRd,Joao Gabriel,Martins Peglow,DC,F,357500.00,608812.00,2025,Fall
UIdX1Pr7,uzimR7,Randall,Leal,DC,F,1150000.00,1265000.00,2025,Fall
o8FjdC3l,aVNBob,Jared,Stroud,DC,F,350000.00,392500.00,2025,Fall
0rP82yjw,2eTFFH,David,Schnegg,DC,D,600000.00,706250.00,2025,Fall
FNTBaNgB,ZMYyf6,Hakim,Karamoko,DC,F,80622.00,80622.00,2025,Fall
QMO95U2e,epV4KB,Conner,Antley,DC,D,104000.00,105667.00,2025,Fall
IcZwu7zK,XiZaIV,Derek,Dodson,DC,D,104000.00,110250.00,2025,Fall
GBJWaFRw,0mUlF1,Aaron,Herrera,DC,D,825000.00,920220.00,2025,Fall
bXPcXeH2,lQM0bb,Yuya,Kubo,CIN,M,750000.00,821667.00,2025,Fall
Zmmd1414,THVsLW,Gerardo,Valenzuela,CIN,M,104000.00,121542.00,2025,Fall
JCE3P6bT,qvy0aQ,Evander,da Silva Ferreira,CIN,M,3200000.00,4736411.00,2025,Fall
Ku3eC7hf,X0hKQl,Kevin,Denkey,CIN,F,3800000.00,3810000.00,2025,Fall
xUcUG8mw,cOXJmm,Stefan,Chirila,CIN,F,80622.00,95402.00,2025,Fall
gQ7V0h4g,NEW,Ayoub,Jabbari,CIN,F,300000.00,354800.00,2025,Fall
suRuiuyg,t8lnZL,Kei,Kamara,CIN,F,104000.00,119000.00,2025,Fall
FMl9BB5D,NEW,Kenji,Mboma Dem,CIN,F,80622.00,80622.00,2025,Fall
dQHQj4vC,s6xqQp,Brenner,Souza da Silva,CIN,F,119259.00,280120.00,2025,Fall
FyDoCDlP,cmffew,Gilberto,Flores,CIN,D,364992.00,411664.00,2025,Fall
unM2pI7q,emHXll,Teenage,Hadebe,CIN,D,960000.00,1110000.00,2025,Fall
AoWs8rmt,3GhcBV,Nick,Hagglund,CIN,D,250000.00,266667.00,2025,Fall
4nNHZ4yH,FIOEDf,Matt,Miazga,CIN,D,1575000.00,1575000.00,2025,Fall
pbtnw1zC,PpXAIK,Miles,Robinson,CIN,D,1503411.00,1650171.00,2025,Fall
tjvKA2l8,X6qAWs,Tah,Anunga,CIN,M,104000.00,116500.00,2025,Fall
gkbmcPs8,myktuY,Pavel,Bucha,CIN,M,474996.00,523778.00,2025,Fall
ap9ncQrk,NEW,Samuel,Gidi,CIN,M,540000.00,611050.00,2025,Fall
YZ7i980a,GUqRku,Stiven,Jimenez,CIN,M,104000.00,104000.00,2025,Fall
MWhDghyz,7ZKHNB,Obinna,Nwobodo,CIN,M,982350.00,1241250.00,2025,Fall
YiZboGfV,k0GAgw,Alec,Kann,CIN,GK,192500.00,192500.00,2025,Fall
Ia1qNGIP,JGtXiW,Evan,Louro,CIN,GK,104000.00,109000.00,2025,Fall
HpI6vbml,cTXW2N,Paul,Walters,CIN,GK,104000.00,111967.00,2025,Fall
4oKnsqbo,SRwCmA,Roman,Celentano,CIN,GK,425000.00,474000.00,2025,Fall
UAxC0FqK,A0tMtP,Alvaro,Barreal,CIN,F,755000.00,917238.00,2025,Fall
csttL7F2,e1k6Dm,Lukas,Engel,CIN,D,750000.00,825781.00,2025,Fall
8r6j1KGf,quDt49,Brad,Smith,CIN,D,104000.00,114000.00,2025,Fall
2oNhaYii,NEW,Ender,Echenique,CIN,F,324000.00,414180.00,2025,Fall
CCwef095,OFEsoK,Dominik,Marczuk,CIN,F,660000.00,735500.00,2025,Fall
ytDUUAh5,jxCfwc,Luca,Orellano,CIN,F,600000.00,943950.00,2025,Fall
Kuoy9rmo,CsZsiq,Alvas,Powell,CIN,D,275000.00,319500.00,2025,Fall
QAeOEGaR,oXrUEs,Tsiki,Ntsabeleng,DAL,M,200000.00,227000.00,2025,Fall
7sTYs4nC,s04Kjl,Paxton,Pomykal,DAL,M,1050000.00,1158000.00,2025,Fall
vuStkAvI,BG10W3,Logan,Farrington,DAL,F,104000.00,141493.00,2025,Fall
7DI9QnI8,EmedQk,Petar,Musa,DAL,F,2250000.00,2680000.00,2025,Fall
fccupOR4,BTmKx4,Diego,Pepi,DAL,F,80622.00,80622.00,2025,Fall
qd0jsnOn,WvsCPX,Sebastien,Ibeagha,DAL,D,675000.00,738625.00,2025,Fall
q0IwFsMv,k9dLHz,Alvaro,Augusto,DAL,D,80622.00,92740.00,2025,Fall
LtBzyr5l,LGeMOB,Lalas,Abubakar,DAL,D,410000.00,445000.00,2025,Fall
5B5LfVhf,6wLo0p,Osaze,Urhoghide,DAL,D,580000.00,643982.00,2025,Fall
JV3wa1Df,Usf3Pa,Diego,Garcia,DAL,M,80622.00,94263.00,2025,Fall
1Eaf0F7W,zxSF2m,Alejandro,Urzua,DAL,M,80622.00,80622.00,2025,Fall
pBaLzNmy,bfIVCc,Tomas,Pondeca,DAL,M,80622.00,80622.00,2025,Fall
tAQHi3ct,VUUTgD,Ramiro,Moschen Benetti,DAL,M,500000.00,500000.00,2025,Fall
oY3jDxWc,NEW,Christian,Cappis,DAL,M,242000.00,242000.00,2025,Fall
3koQ2G8P,pg31eY,Sebastian,Lletget,DAL,M,800000.00,891250.00,2025,Fall
ym70HUSI,Y96iBT,Carl,Sainte,DAL,M,80622.00,80622.00,2025,Fall
