RecordID,PlayerID,Club,Position,BaseSalary,GuaranteedComp,Year
Z9VTghI8,2l0zLU,LA,D,"500004.00","556671.00",2023
GKISw4rM,2l0zLU,LA,D,"600000.00","656667.00",2024
S4Buawa4,5MYMWH,CLB,M,"56250.00","56250.00",2019
DQ3qhCVZ,5MYMWH,CLB,D-M,"240000.00","240000.00",2020
XjXXbMsM,F9viL2,NSH,F,"855000.00","918900.00",2020
Ho8Ty77x,F9viL2,NSH,F,"855000.00","1023800.00",2021
rnVjiDcF,nSFHya,RBNY,M,"3499999.92","3624999.92",2012
APDZfSI4,nSFHya,RBNY,M,"3500000.0","3625000.0",2013
qE4M5rO0,nSFHya,RBNY,M,"3500000.0","3625000.0",2014
iLlyM7GR,6XPknv,VAN,M-F,"300000.00","331125.00",2021
9jcEDs60,6XPknv,VAN,M-F,"300000.00","331125.00",2022
XO6BltY8,6XPknv,VAN,M,"350000.00","381125.00",2023
uXGWrH6t,6XPknv,VAN,F,"350000.00","381125.00",2024
kBndnCRQ,8vNlhk,NE,F,"500000.04","500000.04",2019
tcjsbGY4,GLVYKv,NE,M,"300000.00","300000.00",2018
LBh592SS,GLVYKv,NE,D-M,"300000.00","300000.00",2019
ARtzS89s,GLVYKv,NE,M,"325000.00","325000.00",2020
jvSD8510,GLVYKv,NE,M,"350000.00","350000.00",2021
lVmvgjJ2,GLVYKv,HOU,D-M,"110000.00","110000.00",2023
4AeU5Put,SnTRgQ,HOU,GK,"52596.0","52596.0",2008
VgcxYUZ8,ledBXl,COL,D,"50000.0","50000.0",2013
MQx0Wasy,J5UFFR,NYC,GK,"54500.04","54500.04",2018
cJ9RZ1lK,J5UFFR,NYC,GK,"57225.00","57225.00",2019
0rbyroQ4,J5UFFR,NE,GK,"81375.00","81375.00",2020
vjZ4McJN,W3JRVV,NE,M,"46500.0","54000.0",2013
PpDAIO0t,W3JRVV,NE,M,"52313.0","59813.0",2014
kq2Ok2Ce,W3JRVV,NE,M,"60000.0","67500.0",2015
ffd8ey11,W3JRVV,NE,M,"100000.0","110000.0",2016
Jq8iPPQF,W3JRVV,NE,M,"115000.0","125000.0",2017
CrZV6fAZ,W3JRVV,NE,M,"129375.00","139375.00",2018
Em5eeEIo,W3JRVV,NE,M,"142312.56","153208.56",2019
zpvxKdIa,W3JRVV,NE,M,"190000.00","200896.00",2020
9X063NKb,W3JRVV,NE,M,"205000.00","215896.00",2021
vgieHEni,W3JRVV,RSL,M,"200000.00","205000.00",2022
OE0YPB7A,W3JRVV,RSL,M,"225000.00","230000.00",2023
tXW66lTk,AwZ7pd,TOR,D,"79999.98","89999.98",2013
FkmYzwcd,AwZ7pd,TOR,D,"325000.0","364166.67",2014
FxQAes12,T9R6Of,LA,D,"550000.00","611564.00",2023
JLDrFwjm,zaw56g,PHI,D,"250000.0","250000.0",2010
X9oRsIPa,zaw56g,PHI,D,"250000.0","250000.0",2011
3trcZ0TK,zaw56g,CHV,D,"275000.0","275000.0",2012
jWxdeyFP,PbR0Yo,POR,M,"67360.00","67360.00",2023
Mw0hICTz,PbR0Yo,RSL,M,"89716.00","89716.00",2024
EPdeYH5a,PbR0Yo,RSL,M,"104000.00","104000.00",2025 Sp
IaVmK1Uy,86CwXs,CHI,M,"51500.0","51500.0",2016
eCao1QfL,86CwXs,CHI,M,"54075.0","54075.0",2017
AqD6OBDb,5iAl77,NYC,M,"200000.0","225750.0",2015
9G2KIG6w,Zoh00k,MIA,GK,"100000.00","100000.00",2020
S7gfVYSb,Zoh00k,MIA,GK,"120000.00","120000.00",2021
upPBYPFZ,Zoh00k,MIA,GK,"130000.00","130000.00",2022
zxeEuxwh,Zoh00k,MIA,GK,"300000.00","355917.00",2023
PzDZP9cx,Zoh00k,MIA,GK,"349992.00","405909.00",2024
pMo2jrh4,Zoh00k,MIA,GK,"399996.00","455913.00",2025 Sp
H0ESp31H,FCLazT,NYC,D,"180000.0","180000.0",2017
N8tV22mB,FCLazT,NYC,D,"500000.04","564000.04",2018
lmm62hQQ,FCLazT,NYC,D,"600000.00","664000.00",2019
1ouGwxRs,FCLazT,NYC,D,"650000.00","714000.00",2020
E3k6pnOv,FCLazT,NYC,D,"700000.00","764000.00",2021
2mzDmD8v,FCLazT,NYC,D,"750000.00","814000.00",2022
o0YQgQ1W,zw1ZNJ,CHV,F,"48000.0","55500.0",2013
K83n0bZS,zw1ZNJ,CHV,F,"55000.0","62500.0",2014
R9MvSpEz,zw1ZNJ,COL,F,"65000.0","72500.0",2015
d6ACzQTh,zw1ZNJ,COL,F,"75000.0","82500.0",2016
GnDlhIUe,zw1ZNJ,COL,F,"100000.0","107500.0",2017
p26NVmK2,zw1ZNJ,COL,F,"105000.00","105000.00",2018
TxWpI3Ev,9BG5oY,SJ,M,"99999.96","114999.96",2018
MWXPlYeK,9BG5oY,SJ,M,"120000.00","136500.00",2019
yTzIOSvD,9BG5oY,SJ,M,"150000.00","168000.00",2020
gCdwUdGd,9BG5oY,SJ,M,"170000.00","188000.00",2021
LCaVPmr1,rwcQGC,MNUFC,D,"300000.0","330843.63",2017
NNOpVdVC,rwcQGC,MNUFC,D,"450000.00","522600.00",2018
UMLH6U07,rwcQGC,CHI,D,"600000.00","672600.00",2019
3K4Yby4v,rwcQGC,CHI,D,"750000.00","822600.00",2020
aD2Bh3gr,rwcQGC,CHI,D,"830000.00","902600.00",2021
WAqPtLvw,kMCw1E,MTL,D,"650000.04","699152.54",2018
5Ouwl01L,kMCw1E,MTL,D,"700000.08","749152.58",2019
NDzFkROv,kMCw1E,MTL,D,"750000.00","799153.00",2020
t2InmMOi,kMCw1E,MTL,D,"800000.00","851653.00",2021
3PDJRCTQ,kMCw1E,MTL,D,"500000.00","554000.00",2022
bXIVERR9,kMCw1E,CLB,D,"500000.00","554000.00",2023
dtYmDsQY,kMCw1E,CLB,D,"475000.00","551000.00",2024
5NGkBjSf,kMCw1E,CLB,D,"525000.00","601000.00",2025 Sp
u0DTjm5d,HjpBVG,MTL,D/M,"75000.0","75000.0",2012
WrX1YJmc,HjpBVG,MTL,D/M,"115000.0","126625.0",2013
AXDd2Z8U,HjpBVG,MTL,D/M,"215000.0","226625.0",2014
fUuRsJxu,HjpBVG,MTL,D/M,"235000.0","246625.0",2015
pUnp2t69,HjpBVG,MTL,D/M,"180000.0","180000.0",2016
4yg9DJF9,HjpBVG,MTL,D,"255000.0","255000.0",2017
CjMUjsm4,wnGCUm,HOU,M,"168000.0","178000.0",2011
y3leJiHi,wnGCUm,HOU,M,"192000.0","202000.0",2012
Wh0932R1,i9uZNU,NYC,M,"99999.96","108249.96",2017
nY3GZ5Hz,Lh0eUq,TOR,M,"65004.0","65004.0",2017
k5PAZxCE,XU0Wla,CLT,M,"67360.00","75386.00",2023
VJwXiA4U,XU0Wla,CLT,F,"89716.00","97742.00",2024
OxVNp4yf,XU0Wla,CLT,F,"125000.00","133026.00",2025 Sp
V38V2fYN,zLyUvt,HOU,M,"33000.0","33000.0",2008
pxGf5EMi,zLyUvt,HOU,M,"34650.0","34650.0",2009
7rmBksj4,zLyUvt,HOU,M,"40000.0","40000.0",2010
DAPNvKAA,zLyUvt,HOU,M,"220000.0","245000.0",2011
7SibrLBI,zLyUvt,CIN,D,"336000.00","389667.00",2021
hRleuTJJ,zLyUvt,CIN,D,"387000.00","469000.00",2022
AZ5rxC3C,4sN2EO,RBNY,M,"12900.0","12900.0",2007
JSKymJFJ,dR883T,VAN,D-M,"63547.00","72559.00",2021
8HY3JSUF,dR883T,VAN,D-M,"65500.00","74512.00",2022
s7rWWRw9,dR883T,VAN,D,"85444.00","94456.00",2023
IYN7fLPe,irwlvY,MIA,F,"84000.00","135680.00",2022
eLkEUz43,irwlvY,MIA,F,"549996.00","672329.00",2023
bCGn8oMq,irwlvY,MIA,F,"600000.00","722333.00",2024
N5rjK49x,irwlvY,NE,F,"1250000.00","1372333.00",2025 Sp
FwnwRSNB,mrTUxi,ATL,D,"70000.00","70000.00",2020
Wi4eJBN2,mrTUxi,ATL,D,"80000.00","80000.00",2021
ar5j6CNa,mrTUxi,ATL,D,"98000.00","98000.00",2022
YtQDV8LT,mrTUxi,MTL,D,"325000.00","365625.00",2023
pqmBUarC,mrTUxi,MTL,D,"400000.00","441250.00",2024
ATcM0pJU,mrTUxi,MTL,D,"475000.00","517500.00",2025 Sp
5iMRnU2W,nzrvrE,CHI,D,"70000.0","78125.0",2016
hes3CfSD,nzrvrE,CHI,D,"101750.0","109875.0",2017
91UzIYjL,nzrvrE,CHI,D,"120175.00","128300.00",2018
n7dS636X,nzrvrE,SEA,D,"70250.04","70250.04",2019
HhbIpCeW,ZUjMWx,CLB,D/M,"50000.0","52500.0",2015
8hezNJSp,BK2oIy,CHI,M,"54500.04","54500.04",2018
ZOldVJDL,BK2oIy,CHI,D,"70250.04","72825.04",2019
pXKhZme7,rysmvj,LAFC,D,"675000.00","675000.00",2024
AKbBrJSY,7IDAov,RSL,F,"65000.0","69846.72",2009
dbNZtxNc,7IDAov,RSL,F,"78750.0","83596.72",2010
GZASJbu0,MJi7Bs,COL,M,"156000.0","156000.0",2007
yD3e9Hdb,rqhFrK,NE,D,"75000.0","82287.5",2016
pl4HUupm,fnV74I,TOR,M,"36000.0","40000.0",2007
Dqp1w9Y0,Vibnig,TOR,D,"56592.0","65342.0",2010
65Ef9kOO,Vibnig,TOR,D,"123996.0","132746.0",2011
grQcCE0d,Vibnig,TOR,D,"126000.0","134750.0",2012
EV1B4pQD,8uRSNi,LA,GK,"192000.0","192000.0",2007
fnX1FLaU,8uRSNi,SJ,GK,"213000.0","213000.0",2008
QTpH3HzE,8uRSNi,SJ,GK,"180500.0","190756.25",2009
7lVntVzP,8uRSNi,SJ,GK,"190000.0","200256.25",2010
h1QeSc8r,8uRSNi,VAN,GK,"199500.0","209756.25",2011
R3iTUNwL,8uRSNi,VAN,GK,"166250.0","175666.67",2012
XvOQukwm,8uRSNi,VAN,GK,"180500.0","189916.67",2013
rO3oRfUS,2rRmy1,DAL,D,"53000.04","53000.04",2017
1C9b04VF,2rRmy1,DAL,D,"67500.00","67500.00",2018
5j2jrKb0,2rRmy1,DAL,D,"80250.00","80250.00",2019
d03u1Vc3,2rRmy1,COL,D,"750000.00","841500.00",2024
wrn3AlMH,2rRmy1,COL,D,"750000.00","841500.00",2025 Sp
pOzmwayJ,6igjsH,DAL,D,"54500.04","54500.04",2018
gitDkb7V,H77c1E,DC,M,"247500.00","247500.00",2018
9u2axiVZ,H77c1E,DC,M,"247500.00","247500.00",2019
IYtBsvj3,H77c1E,DC,M,"300000.00","300000.00",2020
pypEqEqn,H77c1E,DC,M,"500000.00","500000.00",2021
X0CAAuOJ,H77c1E,DC,M,"515000.00","515000.00",2022
RUuPMUla,H77c1E,DC,M,"575000.00","575000.00",2023
JUlXFl6e,H77c1E,DC,M,"650000.00","650000.00",2024
ox7D5YGV,vtOwWR,ORL,F,"80622.00","86997.00",2025 Sp
IMuxb4ZF,FJGSTK,NE,F,"54000.0","54000.0",2011
m3PZhofN,JbkYE4,RBNY,M,"1020000.00","1169777.00",2024
uAmEjvV8,JbkYE4,RBNY,M,"1050000.00","1199777.00",2025 Sp
Wtsclk9x,UMwuLQ,NE,M/F,"99996.0","99996.0",2012
LiReN9YI,ho3ACI,SJ,D,"600000.00","641250.00",2021
qYbMMAg9,02v8sR,LA,M,"42000.0","53250.0",2011
I6UCV48t,02v8sR,CHV,M,"70000.0","81250.0",2012
fVglQZIf,0pMCnt,VAN,GK,"36504.0","36504.0",2014
uYw4LTiX,0pMCnt,VAN,GK,"60000.0","60000.0",2015
0mFmFo9e,0pMCnt,VAN,GK,"63000.0","63000.0",2016
utm1SjND,2RnZqC,ATL,F,"65000.0","77400.0",2017
AnGO3RIH,2RnZqC,ATL,F,"75000.00","87400.00",2018
KhC5t2Y4,2RnZqC,ATL,M-F,"84999.96","97399.96",2019
EVcZ5uUP,2RnZqC,ATL,F,"100000.00","112400.00",2020
G3UVlzbQ,NdVFKA,ATL,M,"675000.0","725000.0",2017
s2MqbjmH,gi1iMe,RBNY,M,"63547.00","66297.00",2021
3qujhhnz,gi1iMe,RBNY,M,"66724.00","69474.00",2022
EwrSe1Zv,gi1iMe,RBNY,M-F,"85444.00","88194.00",2023
8IBOZlsw,gi1iMe,RBNY,M,"165000.00","170000.00",2024
GfLmBEC9,gi1iMe,RBNY,M,"495000.00","500000.00",2025 Sp
haSqAeHH,nRNb7D,RBNY,M,"144000.0","167000.0",2013
31r5CPUf,Vg7m55,CHI,F,"38000.0","50500.0",2007
nZTDx7Q4,Vg7m55,CHI,F,"50600.0","63100.0",2008
URaxn6zk,Vg7m55,CHI,F,"58410.0","70910.0",2009
Wq3uUCCU,Vg7m55,CHI,F,"71250.0","75500.0",2010
euxPcN7q,Vg7m55,HOU,F,"74813.0","79063.0",2011
3PXvaWOw,Vg7m55,HOU,F,"78554.0","82804.0",2012
5ryIdb6N,Vg7m55,HOU,F,"90338.0","94588.0",2013
B42etFBc,uuqXZB,MIA,F,"70250.04","70250.04",2019
ilArUsqv,uuqXZB,MIA,F,"400000.00","400000.00",2020
aHYPMZ0n,uuqXZB,MIA,F,"750000.00","750000.00",2021
BEALxyT8,uuqXZB,PHI,F,"900000.00","900000.00",2022
m1Y9A4NW,uuqXZB,PHI,F,"950000.00","950000.00",2023
eUF9eTLe,ag7iKK,SEA,M,"42000.0","42000.0",2011
oo8xuvT6,ag7iKK,SEA,M,"44100.0","44100.0",2012
eQBTS6AG,ag7iKK,HOU,M,"46500.0","46500.0",2013
FzTsB1Mt,ag7iKK,HOU,M,"48825.0","48825.0",2014
MuOtbtHo,ag7iKK,ORL,M,"80750.0","85375.0",2015
HWgcP9qV,ag7iKK,ORL,M,"95000.0","99625.0",2016
hfPBSjex,ag7iKK,ORL,M,"114996.0","114996.0",2017
dNuAI2Y1,ag7iKK,LA,M,"67500.00","67500.00",2018
1idWZute,ag7iKK,LA,M,"70250.04","70250.04",2019
fB1EDq5V,9gwkxr,HOU,M,"418908.00","469132.00",2021
Mkj0pDFL,9gwkxr,HOU,M,"418908.00","469132.00",2022
1a0tmYGe,9gwkxr,HOU,M,"500000.00","550224.00",2023
VWWe9FpG,9gwkxr,HOU,M,"550000.00","658750.00",2024
mojFDwxI,jla6SN,DC,M-F,"190008.0","222008.0",2007
SOkxafmU,jla6SN,DC,M,"210000.0","242000.0",2008
10BxpZWO,jla6SN,DC,M-F,"225000.0","257000.0",2009
9Z40Iz5W,jla6SN,PHI,M-F,"250000.0","282000.0",2010
3mhjJEOA,jla6SN,PHI,M,"65460.0","65460.0",2014
u3ylfOrF,jla6SN,PHI,M,"60000.0","60000.0",2015
HUVggxTZ,aO8bjk,DAL,GK,"65500.00","85019.00",2022
yZgPdTdu,aO8bjk,DAL,GK,"85444.00","104963.00",2023
enhYobb4,aO8bjk,DAL,GK,"125000.00","144519.00",2024
ARe9FxUK,aO8bjk,DAL,GK,"200000.00","219519.00",2025 Sp
jpIIqCVW,l8xhzA,NYC,M,"65500.00","84357.00",2022
NQu8v9Ww,l8xhzA,NYC,M-F,"67360.00","111597.00",2023
6nxJb030,l8xhzA,NYC,M,"89716.00","123239.00",2024
GlcDurFd,l8xhzA,NYC,M,"104000.00","137523.00",2025 Sp
pZfmcm0t,lVhxgE,DC,M,"115000.0","118750.0",2007
XPOgxxRM,lVhxgE,CLB,M,"122500.0","126250.0",2008
96uGpXbi,lVhxgE,CLB,M,"133875.0","137625.0",2009
fS5qvJ1B,lVhxgE,CLB,M,"140569.0","144319.0",2010
Tx9BXzfM,lVhxgE,PHI,M,"160000.0","160000.0",2011
NMyDV44z,lVhxgE,PHI,M,"168000.0","168000.0",2012
qzAili1S,lVhxgE,PHI,M,"176400.0","176400.0",2013
OQGbhKa7,lVhxgE,PHI,M,"185220.0","185220.0",2014
eIV2FB50,lVhxgE,PHI,M,"150000.0","150000.0",2015
XNYpFE3S,lVhxgE,PHI,M,"120000.0","120000.0",2016
z5ZYKyjw,lVhxgE,PHI,M,"132000.0","140000.0",2017
MWyv9iXF,2snBnJ,DC,M-D,"12900.0","12900.0",2007
0DGImtSj,2snBnJ,DC,D,"12900.0","12900.0",2008
G37jf50G,6fD2Z3,DC,D,"12900.0","12900.0",2008
cUzi7FHy,TUZrUt,ORL,M,"240000.00","280250.00",2022
Gl91gL07,TUZrUt,ORL,D-M,"348000.00","388250.00",2023
vzTqN68Q,TUZrUt,ORL,M,"480000.00","520250.00",2024
ClHYzN9Z,TUZrUt,ORL,M,"480000.00","520250.00",2025 Sp
sPj35Nx5,7Zltkc,CHI,M,"63547.00","65447.00",2020
qMh6ML8h,7Zltkc,CHI,M,"66724.00","68624.00",2021
HY0gM3nS,7Zltkc,CHI,M,"84000.00","85900.00",2022
oCpIyo4g,7Zltkc,CHI,M,"85444.00","87344.00",2023
Ro66KbxX,7Zltkc,CHI,M,"89716.00","94383.00",2024
py5WiEkK,dtkLkk,POR,D,"150000.00","150000.00",2018
MWE21fgA,dtkLkk,POR,D,"170004.00","170004.00",2019
NVY9gZOd,dtkLkk,POR,D,"200004.00","200004.00",2020
uDEjXUL4,dtkLkk,ATX,D,"290000.00","317500.00",2021
bdD4QCxN,dtkLkk,ATX,D,"310000.00","337500.00",2022
cIFzuJvv,dtkLkk,ATX,D,"620000.00","693750.00",2023
J5jbkU9r,dtkLkk,ATX,D,"700000.00","773750.00",2024
xUeVTyrH,dtkLkk,ATX,D,"780000.00","853750.00",2025 Sp
yYpVVBB3,aARk63,COL,M,"44000.0","77750.0",2012
FT67Fs5l,aARk63,COL,M,"64900.0","98650.0",2013
CfRBK1tz,aARk63,HOU,M,"71390.0","105140.0",2014
wkxHvYhS,aARk63,ORL,M,"78529.0","112279.0",2015
pROzjxbC,zotGaa,COL,F,"180000.0","180000.0",2007
g6i2YtM7,zotGaa,COL,F,"190008.0","190008.0",2008
tvPmafQk,zotGaa,COL,F,"200000.0","200000.0",2009
l6vPN6lb,zotGaa,COL,F,"350000.0","350000.0",2010
tm5dZrIG,zotGaa,COL,F,"400000.0","400000.0",2011
YA2Tu3BU,zotGaa,COL,F,"400000.0","400000.0",2012
CENVdE9r,zotGaa,PHI,F,"175000.0","175000.0",2013
G85YNNlC,zotGaa,PHI,F,"192500.0","192500.0",2014
dlIaOnTy,zotGaa,PHI,F,"180000.0","180000.0",2015
ChA92CCr,zotGaa,CLB,F,"105000.0","105000.0",2016
ZaziTWWI,ENAAel,SEA,M,"33756.0","33756.0",2012
ArpTLOyN,ENAAel,SEA,M,"46500.0","46500.0",2013
PSrW5GsH,ENAAel,DC,M,"48825.0","48825.0",2014
7TgDY1QK,Z4Yq1H,LA,M,"12900.0","12900.0",2007
cOQVn4IF,KICzsY,RBNY,M,"69999.96","108749.96",2018
1zHNmxuT,KICzsY,RBNY,M,"79999.92","118749.92",2019
Ey5jFybb,KICzsY,RBNY,M,"195000.00","239000.00",2020
DsmB6Mnh,KICzsY,RBNY,M,"205000.00","249000.00",2021
S6aRxIjJ,KICzsY,RBNY,M,"230000.00","274000.00",2022
LOjJ3aVf,ZH7D0t,MIA,GK,"81375.00","81375.00",2021
lW1UZTno,ZH7D0t,ATL,GK,"85444.00","85444.00",2022
AdH4uHQ2,RsJZ4K,RBNY,GK,"35125.0","35125.0",2013
pgBI1M0e,RsJZ4K,RBNY,GK,"36500.0","36500.0",2014
ObXy8Wp8,RsJZ4K,RBNY,GK,"60000.0","60000.0",2015
MgptYGOX,jJ8MAH,RBNY,M,"65500.00","70868.00",2022
SIOeppl1,v2xpDY,NSH,D,"63547.00","63547.00",2021
JuhugUlt,v2xpDY,NSH,D,"84000.00","84000.00",2022
3RZXRwXc,v2xpDY,KC,D,"85444.00","85444.00",2023
4KmSUf47,v2xpDY,KC,D,"115000.00","115000.00",2024
Vd7y7O3n,ckUH1v,NYC,M,"150000.00","181008.07",2018
y6EocaIV,ckUH1v,NYC,M-F,"249999.96","274806.41",2019
mmJxGR5l,ckUH1v,NYC,M,"275000.00","299806.00",2020
hvnY2UKW,ckUH1v,NYC,M,"600000.00","776000.00",2021
VO3wnTQZ,ckUH1v,NYC,M,"900000.00","1076000.00",2022
Vsf6AWIn,wf27Le,HOU,M,"63547.00","77897.00",2021
craYhfMI,wf27Le,HOU,M,"65500.00","70022.00",2022
oxH67jUX,IwTjtR,NE,F,"276000.0","329033.33",2014
xeSEIqt2,lcbunx,COL,D,"51500.04","51500.04",2016
ZTdNTPNs,lcbunx,COL,D,"54075.0","54075.0",2017
9QE932gx,oFAOhv,COL,D,"99996.00","129996.00",2018
tX2brBLV,oFAOhv,NE,D,"249999.96","249999.96",2019
rveZJOOl,oFAOhv,ATL,D,"110000.00","118375.00",2020
xPlOFgIE,oFAOhv,CIN,D,"121000.00","127019.00",2021
aW87LBTv,PrjpU8,DAL,F,"42000.0","42000.0",2011
pF5PDo7j,PrjpU8,DAL,F,"50000.0","56250.0",2012
yzJYa0hS,PrjpU8,DAL,F,"60000.0","66250.0",2013
emdS4qP5,PrjpU8,DAL,F,"70000.0","76250.0",2014
FZXqQnNY,PrjpU8,DAL,F,"145000.0","160000.0",2015
4NY52RSN,PrjpU8,DAL,M-F,"155750.0","170750.0",2016
bgq7ws7B,QbH1Rl,CHI,M-F,"1400004.0","1788060.5",2010
4hL93YU7,Skyc52,COL,M,"50000.0","68375.0",2012
8sf6Ed5u,Skyc52,COL,M,"46500.0","46500.0",2013
rfG4b70r,rfXZud,SEA,GK,"67360.00","67360.00",2023
ydduxFYK,rfXZud,SEA,GK,"89716.00","89716.00",2024
fgZvHCnD,rfXZud,SEA,GK,"104000.00","104000.00",2025 Sp
PQOt5NOe,tmTsjS,ATL,M,"204000.00","209667.00",2020
nnqrJsDM,YSlEof,NE,M,"90000.0","96250.0",2008
Fu9Pcf1X,YSlEof,NE,M,"120000.0","126250.0",2009
ZIPsAlko,aYwKRz,PHI,F,"60000.0","75000.0",2015
4kldqel2,DkvE88,SEA,F,"44000.0","44000.0",2012
iL8fd9cN,DkvE88,SJ,F,"48000.0","48000.0",2013
PPEDPmwF,DkvE88,SJ,F,"50400.0","50400.0",2014
r5aj4iWA,DkvE88,SJ,F,"60000.0","60000.0",2015
oBDQhv7L,DkvE88,SJ,M-D,"112500.0","114166.67",2016
MVNCzNAl,DkvE88,SJ,M,"137000.0","138666.67",2017
4fnNZXnt,1nxZqL,VAN,F,"1000000.00","1262500.00",2020
cFu6Ubqd,1nxZqL,VAN,F,"1100000.00","1362500.00",2021
P0LQ473R,1nxZqL,VAN,F,"1200000.00","1462500.00",2022
U9nzxMIn,2WT4cw,NYC,D,"80622.00","82470.00",2025 Sp
BZTxjo7k,P0Se9S,NE,D,"725000.00","805625.00",2025 Sp
2WS2jtkx,A6Jd6u,SEA,M,"648000.00","789000.00",2019
grMQnCjR,A6Jd6u,SEA,M,"333000.00","474000.00",2020
Q5A2jGnL,WpmQaS,RBNY,M,"100000.0","125625.0",2009
O0O5QsGD,SRwCmA,CIN,GK,"84000.00","99000.00",2022
OG88JCWK,SRwCmA,CIN,GK,"100000.00","149000.00",2023
Q6d1xv1b,SRwCmA,CIN,GK,"400000.00","449000.00",2024
5p7sOYnT,SRwCmA,CIN,GK,"425000.00","474000.00",2025 Sp
CYwmaSXL,qgjWba,ATL,D,"65500.00","75276.00",2022
NoZAT3uM,qgjWba,ATL,D,"67360.00","79136.00",2023
MEickLQh,qgjWba,ATL,D,"89716.00","96492.00",2024
wiwpRlaB,n7H5jE,RBNY,GK,"12900.0","12900.0",2007
KA8w5i58,n7H5jE,RBNY,GK,"12900.0","12900.0",2008
norrNyOA,n7H5jE,RBNY,GK,"34000.0","34000.0",2009
pbFTxf5b,U9YhSc,ORL,M,"50000.0","80437.5",2014
xf60btSu,U9YhSc,ORL,M,"66000.0","96437.5",2015
YlWfpdFZ,U9YhSc,ORL,M,"150000.0","174375.0",2016
WbmfNiTb,U9YhSc,SJ,M,"200000.0","249375.0",2017
p57QqGee,U9YhSc,HOU,M,"225000.00","274375.00",2018
301XDMvM,U9YhSc,HOU,D-M,"300000.00","349375.00",2019
M0PCDtJY,U9YhSc,HOU,M,"170000.00","220000.00",2020
Jh3zV8CU,U9YhSc,HOU,M,"195500.00","245500.00",2021
az8QH9Y1,U9YhSc,HOU,M,"190000.00","240000.00",2022
wZucB9j8,tyOu10,DAL,M,"120000.0","123000.0",2017
LCME8mLc,i6P8hs,DAL,D-M,"70250.04","100250.04",2019
JqVf1xjd,i6P8hs,DAL,M,"85000.00","100000.00",2020
WFZy5iZr,i6P8hs,DAL,M,"95000.00","110000.00",2021
pnxtKRC2,i6P8hs,DAL,M,"130000.00","145000.00",2022
S9VRmD7w,i6P8hs,LA,D-M,"149500.00","164500.00",2023
QVQnP9Z5,i6P8hs,LA,M,"400000.00","412500.00",2024
FrWGdtE3,i6P8hs,LA,M,"525000.00","537500.00",2025 Sp
Ho9g5Z9U,O03hCG,KC,D,"210000.0","213750.0",2011
oIyTzmD7,O03hCG,KC,D,"252000.0","255750.0",2012
ZUDeF9Db,UI1OmJ,COL,GK,"20100.0","20100.0",2009
vi7877w1,UI1OmJ,COL,GK,"40000.0","40000.0",2010
1Phn5hDP,UI1OmJ,COL,GK,"42000.0","42000.0",2011
gBz0Cdfz,UI1OmJ,COL,GK,"44100.0","44100.0",2012
C5muHLhR,UI1OmJ,COL,GK,"60000.0","70333.33",2013
ZhNKdaqQ,U5NhKd,HOU,M,"17700.0","17700.0",2008
5Jb7FQyB,U5NhKd,HOU,M,"34000.0","34000.0",2009
VD7JISDB,U5NhKd,HOU,M,"40000.0","40000.0",2010
UJpggGIH,U5NhKd,POR,M,"67500.0","75833.33",2011
wPqBSPyu,U5NhKd,DC,M,"75000.0","83333.33",2012
HyQpW7DL,U5NhKd,HOU,M,"55008.0","57508.0",2013
x0BLiJgN,aift6b,HOU,M,"17700.0","17700.0",2007
tgchRTzj,3aDqg2,COL,D,"67360.00","75110.00",2023
abHTkRQl,3aDqg2,COL,D,"90000.00","97750.00",2024
YLhthOxI,q0LyLC,MNUFC,M,"324999.96","336999.96",2019
NXMCetf4,q0LyLC,MNUFC,M-F,"381000.00","393000.00",2020
mn53XcrQ,q0LyLC,MNUFC,M-F,"420000.00","432000.00",2021
WQDVssqF,tIkLrP,DAL,D,"250000.08","333000.08",2017
u3SJtbny,tIkLrP,DAL,D,"300000.00","383000.00",2018
wWkfGDTY,P059nL,CLB,M,"375000.00","482219.00",2024
C4PsuPDp,P059nL,CLB,M,"450000.00","557219.00",2025 Sp
7qazbrIo,6d3iWE,NE,M,"666250.00","726250.00",2023
ACIT9Qle,6d3iWE,NE,F,"950000.00","1010000.00",2024
M3hrb3Uv,6d3iWE,NE,F,"1000000.00","1060000.00",2025 Sp
paMwUWfw,R33H6C,RSL,M,"81375.00","81375.00",2020
sV8vRArg,R33H6C,RSL,M,"85444.00","85444.00",2021
gA3bDnwL,R33H6C,RSL,M,"98261.00","98261.00",2022
02jrB7RU,R33H6C,RSL,M,"170000.00","193750.00",2023
TrmRftqd,R33H6C,RSL,F,"195000.00","218750.00",2024
kRqE53zQ,Z01mz1,NYC,D,"350000.0","383000.0",2017
kx9fdRz1,Z01mz1,NYC,D,"375000.00","408000.00",2018
VpqrY3pt,Z01mz1,NYC,D,"650000.04","650000.04",2019
zCOIM4e6,Z01mz1,NYC,D,"725000.00","725000.00",2020
RdR6MJPO,Z01mz1,NYC,D,"785000.00","785000.00",2021
FyOApkQD,Z01mz1,NYC,D,"700000.00","700000.00",2022
okk7uQGF,Z01mz1,LAFC,D,"220000.00","220000.00",2024
X7MfGLqZ,Z01mz1,LAFC,D,"400000.00","400000.00",2025 Sp
dNkZ7SHy,0tAqFI,TOR,M,"70000.0","88500.0",2015
